S003,S003A,S012,S020,S025,A006,A006_CO,S025A
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
246,246,-4,1981,2461981,-4,-4,2461981
