ssno,year,name,v01a,v02a,v03a,v04a,v05a,v06a,v07a,v08a,v09a,v10a,v11a,v12a,v13a,v14a,v15a,v01b,v02b,v03b,v04b,v05b,v06b,v07b,v08b,v09b,v10b,v11b,v12b,v13b,v14b,v15b,v01c,v02c,v03c,v04c,v05c,v06c,v07c,v08c,v09c,v10c,v11c,v12c,v13c,v14c,v15c,v01d,v02d,v03d,v04d,v05d,gsstrel,alstreln,gsnstrel,alnsreln,gsantrel,gsstetn,alstetnn,gsnstetn,alnsetnn,gsantetn
2,1945,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,90,26,10,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88.6666666666667,26,11,2,2
2,1946,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,90,26,10,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88.6666666666667,26,11,2,2
2,1947,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,90,26,10,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88.6666666666667,26,11,2,2
2,1948,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,90,26,10,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88.6666666666667,26,11,2,2
2,1949,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,90,26,10,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88.6666666666667,26,11,2,2
2,1950,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,90,26,10,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88.6666666666667,26,11,2,2
2,1951,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1952,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1953,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1954,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1955,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1956,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1957,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1958,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1959,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1960,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1961,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1962,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1963,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1964,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1965,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1966,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1967,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1968,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1969,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,89,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,88,26,11,2,2
2,1970,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,88,26,11,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,11,2,2
2,1971,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1972,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1973,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1974,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1975,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1976,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1977,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,11,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1978,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1979,United States of America, ,23, , , ,84,7,10,2,2,87,26,12,2,2,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,87,26,12,2,2
2,1980,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,3,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,83,26,12,2,2
2,1981,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,3,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,83,26,12,2,2
2,1982,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,3,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,83,26,12,2,2
2,1983,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,3,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,83,26,12,2,2
2,1984,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,3,89,23,5,90,2,88,7,7,2,2,87,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,83,26,12,2,2
2,1985,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,5,90,2,88,7,7,2,2,85,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,85,26,12,2,2
2,1986,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,5,90,2,88,7,7,2,2,85,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,86,7,8.5,2,2,85,26,12,2,2
2,1987,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,5,90,2,87,7,7,2,2,85,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,4.5,90,1.5,85.5,7,8.5,2,2,85,26,12,2,2
2,1988,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,6,90,2,87,7,7,2,2,85,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,8.5,2,2,85,26,12,2,2
2,1989,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,6,90,2,87,7,7,2,2,85,26,12,2,2,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,8.5,2,2,85,26,12,2,2
2,1990,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,6,90,2,87,7,8,2,2,80,26,12,2,3,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,9,2,2,82.6666666666667,26,12,2,2
2,1991,United States of America, ,23, , , ,84,7,10,2,2,85,26,12,2,2,89,23,6,90,2,87,7,8,2,2,80,26,12,2,3,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,9,2,2,82.6666666666667,26,12,2,2
2,1992,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,2,89,23,6,90,2,87,7,8,2,2,80,26,12,2,3,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,9,2,2,83,26,12,2,2
2,1993,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,2,89,23,6,90,2,87,7,8,2,2,80,26,12,2,3,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,9,2,2,83,26,12,2,2
2,1994,United States of America, ,23, , , ,84,7,10,2,2,83,26,12,2,2,89,23,6,90,2,87,7,8,2,2,80,26,12,2,3,79,23,4,90,1, , , , , ,83,26,12,2,2,84,23,5,90,1.5,85.5,7,9,2,2,83,26,12,2,2
20,1945,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1946,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1947,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1948,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1949,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1950,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1951,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1952,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1953,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1954,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1955,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1956,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1957,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1958,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1959,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1960,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1961,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1962,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1963,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1964,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1965,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1966,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1967,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1968,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1969,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1970,Canada, , , , , ,95,7, , , ,44,23,30,25,3,67,23,19,25,3,93,7, , , ,44,23,30,25,3,59,23,29,25,3,97,7, , , ,31,23,26,25,3,63,23,24,25,3,95,7, , , ,44,23,30,25,3
20,1971,Canada, , , , , ,95,7, , , ,44,23,30,25,3,60,23,27,25,2,88,7, , , ,45,23,29,25,3,60,23,27,25,3,97,7, , , ,31,23,26,25,3,60,23,27,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1972,Canada, , , , , ,95,7, , , ,44,23,30,25,3,60,23,27,25,2,88,7, , , ,45,23,29,25,3,60,23,27,25,3,97,7, , , ,31,23,26,25,3,60,23,27,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1973,Canada, , , , , ,95,7, , , ,44,23,30,25,3,60,23,27,25,2,88,7, , , ,45,23,29,25,3,60,23,27,25,3,97,7, , , ,31,23,26,25,3,60,23,27,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1974,Canada, , , , , ,95,7, , , ,44,23,30,25,3,60,23,27,25,2,88,7, , , ,45,23,29,25,3,60,23,27,25,3,97,7, , , ,31,23,26,25,3,60,23,27,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1975,Canada, , , , , ,95,7, , , ,44,23,30,25,3,60,23,27,25,2,88,7, , , ,45,23,29,25,3,60,23,27,25,3,97,7, , , ,31,23,26,25,3,60,23,27,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1976,Canada, , , , , ,95,7, , , ,44,23,30,25,3,61,23,26,25,2,88,7, , , ,45,23,29,25,3,61,23,26,25,3,97,7, , , ,31,23,26,25,3,61,23,26,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1977,Canada, , , , , ,95,7, , , ,44,23,30,25,3,61,23,26,25,2,88,7, , , ,45,23,29,25,3,61,23,26,25,3,97,7, , , ,31,23,26,25,3,61,23,26,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1978,Canada, , , , , ,95,7, , , ,44,23,30,25,3,61,23,26,25,2,88,7, , , ,45,23,29,25,3,61,23,26,25,3,97,7, , , ,31,23,26,25,3,61,23,26,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1979,Canada, , , , , ,95,7, , , ,44,23,30,25,3,61,23,26,25,2,88,7, , , ,45,23,29,25,3,61,23,26,25,3,97,7, , , ,31,23,26,25,3,61,23,26,25,2.5,93.3333333333333,7, , , ,40,23,28.3333333333333,25,3
20,1980,Canada, , , , , ,72,7, , , ,44,23,30,25,3,61,23,26,25,2,88,7, , , ,45,23,29,25,3,61,23,26,25,3,97,7, , , ,31,23,26,25,3,61,23,26,25,2.5,85.6666666666667,7, , , ,40,23,28.3333333333333,25,3
20,1981,Canada, , , , , ,72,7, , , ,44,23,30,25,3,61,23,26,25,2,89,7,7,2,2,40,23,27,25,3,61,23,26,25,3,90,7,7,2,2,40,23,27,25,3,61,23,26,25,2.5,83.6666666666667,7,7,2,2,40,23,27,25,3
20,1982,Canada, , , , , ,72,7, , , ,44,23,30,25,3,61,23,26,25,2,89,7,7,2,2,40,23,27,25,3,61,23,26,25,3,90,7,7,2,2,40,23,27,25,3,61,23,26,25,2.5,83.6666666666667,7,7,2,2,40,23,27,25,3
20,1983,Canada, , , , , ,72,7, , , ,44,23,30,25,3,61,23,26,25,2,89,7,7,2,2,40,23,27,25,3,61,23,26,25,3,90,7,7,2,2,40,23,27,25,3,61,23,26,25,2.5,83.6666666666667,7,7,2,2,40,23,27,25,3
20,1984,Canada, , , , , ,72,7, , , ,44,23,30,25,3,61,23,26,25,2,89,7,7,2,2,40,23,27,25,3,61,23,26,25,3,90,7,7,2,2,40,23,27,25,3,61,23,26,25,2.5,83.6666666666667,7,7,2,2,40,23,27,25,3
20,1985,Canada, , , , , ,72,7, , , ,44,23,30,25,3,61,23,26,25,2,89,7,7,2,2,40,23,27,25,3,61,23,26,25,3,90,7,7,2,2,40,23,27,25,3,61,23,26,25,2.5,83.6666666666667,7,7,2,2,40,23,27,25,3
20,1986,Canada, , , , , ,72,7, , , ,45,23,29,25,3,61,23,26,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,26,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1987,Canada, , , , , ,72,7, , , ,45,23,29,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1988,Canada, , , , , ,72,7, , , ,45,23,29,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1989,Canada, , , , , ,72,7, , , ,40,23,27,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1990,Canada, , , , , ,72,7, , , ,40,23,27,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1991,Canada, , , , , ,72,7, , , ,40,23,27,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1992,Canada, , , , , ,72,7, , , ,40,23,27,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1993,Canada, , , , , ,72,7, , , ,40,23,27,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
20,1994,Canada, , , , , ,72,7, , , ,40,23,27,25,3,61,23,24,25,2,89,7,7,2,2,34,23,26,25,3,61,23,26,25,3,90,7,7,2,2,34,23,26,25,3,61,23,25,25,2.5,83.6666666666667,7,7,2,2,34,23,26,25,3
31,1945,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1946,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1947,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1948,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1949,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1950,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1951,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
31,1952,Bahamas, , , , , ,87,7, , , ,80,1,10,21,3,98,58, , ,1,87,7, , , ,72,1,14,57,3, , , , , ,94,7, , , ,73,1,14,57,3,98,58, , ,1,87,7, , , ,75,1,14,57,3
